Scan #1
9c:d5:7d:7f:95:4f,5320.0,-62.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7f:f7:4f,5320.0,-78.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:86:46:af,5180.0,-81.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7b:a2:ef,5500.0,-80.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7e:c3:ef,5500.0,-79.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:86:51:0f,5560.0,-79.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7b:ee:0f,5660.0,-79.00dBm,eduroam,26,11.1,25.5
Scan #2
9c:d5:7d:7f:95:4f,5320.0,-61.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7f:f7:4f,5320.0,-78.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:86:46:af,5180.0,-77.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7b:a2:ef,5500.0,-80.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7e:c3:ef,5500.0,-79.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:86:51:0f,5560.0,-79.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7b:ee:0f,5660.0,-81.00dBm,eduroam,26,11.1,25.5
Scan #3
9c:d5:7d:7f:95:4f,5320.0,-62.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7f:f7:4f,5320.0,-76.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:86:46:af,5180.0,-76.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7b:a2:ef,5500.0,-80.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7e:c3:ef,5500.0,-80.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:86:51:0f,5560.0,-80.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7b:ee:0f,5660.0,-78.00dBm,eduroam,26,11.1,25.5
Scan #4
9c:d5:7d:7f:95:4f,5320.0,-57.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7f:f7:4f,5320.0,-78.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:86:46:af,5180.0,-76.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7b:a2:ef,5500.0,-81.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7e:c3:ef,5500.0,-82.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:86:51:0f,5560.0,-78.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7b:ee:0f,5660.0,-79.00dBm,eduroam,26,11.1,25.5
Scan #5
9c:d5:7d:7f:95:4f,5320.0,-56.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7f:f7:4f,5320.0,-75.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:86:46:af,5180.0,-76.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7b:a2:ef,5500.0,-81.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7e:c3:ef,5500.0,-81.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:86:51:0f,5560.0,-78.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7b:ee:0f,5660.0,-78.00dBm,eduroam,26,11.1,25.5
Scan #6
9c:d5:7d:7f:95:4f,5320.0,-56.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7f:f7:4f,5320.0,-75.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:86:46:af,5180.0,-78.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7b:a2:ef,5500.0,-79.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7e:c3:ef,5500.0,-79.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:86:51:0f,5560.0,-78.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7b:ee:0f,5660.0,-78.00dBm,eduroam,26,11.1,25.5
Scan #7
9c:d5:7d:7f:95:4f,5320.0,-55.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7f:f7:4f,5320.0,-76.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:86:46:af,5180.0,-77.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7b:a2:ef,5500.0,-80.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7e:c3:ef,5500.0,-79.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:86:51:0f,5560.0,-79.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7b:ee:0f,5660.0,-79.00dBm,eduroam,26,11.1,25.5
Scan #8
9c:d5:7d:7f:95:4f,5320.0,-55.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7f:f7:4f,5320.0,-77.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:86:46:af,5180.0,-80.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7b:a2:ef,5500.0,-80.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7e:c3:ef,5500.0,-81.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:86:51:0f,5560.0,-79.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7b:ee:0f,5660.0,-78.00dBm,eduroam,26,11.1,25.5
Scan #9
9c:d5:7d:7f:95:4f,5320.0,-56.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7f:f7:4f,5320.0,-77.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:86:46:af,5180.0,-77.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7b:a2:ef,5500.0,-80.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7e:c3:ef,5500.0,-79.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:86:51:0f,5560.0,-79.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7b:ee:0f,5660.0,-78.00dBm,eduroam,26,11.1,25.5
Scan #10
9c:d5:7d:7f:95:4f,5320.0,-55.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7f:f7:4f,5320.0,-76.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:86:46:af,5180.0,-79.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7b:a2:ef,5500.0,-80.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7e:c3:ef,5500.0,-81.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:86:51:0f,5560.0,-78.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7b:ee:0f,5660.0,-78.00dBm,eduroam,26,11.1,25.5
Scan #11
9c:d5:7d:7f:95:4f,5320.0,-56.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7f:f7:4f,5320.0,-76.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:86:46:af,5180.0,-79.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7b:a2:ef,5500.0,-79.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7e:c3:ef,5500.0,-78.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:86:51:0f,5560.0,-78.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7b:ee:0f,5660.0,-78.00dBm,eduroam,26,11.1,25.5
Scan #12
9c:d5:7d:7f:95:4f,5320.0,-55.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7f:f7:4f,5320.0,-76.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:86:46:af,5180.0,-78.00dBm,eduroam,26,11.1,25.5
9c:d5:7d:7b:a2:ef,5500.0,-79.00dBm,eduroam,26,11.1,25.5
