Scan #1
9c:d5:7d:86:46:6f,5180.0,-81.00dBm,eduroam,105,6.5,15
24:36:da:10:0b:cf,5560.0,-84.00dBm,eduroam,105,6.5,15
9c:d5:7d:7b:99:ef,5660.0,-52.00dBm,eduroam,105,6.5,15
24:36:da:13:55:0f,5260.0,-82.00dBm,eduroam,105,6.5,15
9c:d5:7d:86:51:6f,5500.0,-49.00dBm,eduroam,105,6.5,15
24:36:da:12:b0:0f,5260.0,-72.00dBm,eduroam,105,6.5,15
24:36:da:18:82:4f,5500.0,-87.00dBm,eduroam,105,6.5,15
9c:d5:7d:7b:a6:ef,5260.0,-82.00dBm,eduroam,105,6.5,15
24:36:da:14:0d:4f,5560.0,-85.00dBm,eduroam,105,6.5,15
9c:d5:7d:86:61:cf,5660.0,-88.00dBm,eduroam,105,6.5,15
Scan #2
9c:d5:7d:86:46:6f,5180.0,-78.00dBm,eduroam,105,6.5,15
24:36:da:10:0b:cf,5560.0,-84.00dBm,eduroam,105,6.5,15
9c:d5:7d:7b:99:ef,5660.0,-52.00dBm,eduroam,105,6.5,15
24:36:da:13:55:0f,5260.0,-81.00dBm,eduroam,105,6.5,15
9c:d5:7d:86:51:6f,5500.0,-51.00dBm,eduroam,105,6.5,15
24:36:da:12:b0:0f,5260.0,-74.00dBm,eduroam,105,6.5,15
24:36:da:18:82:4f,5500.0,-87.00dBm,eduroam,105,6.5,15
9c:d5:7d:7b:a6:ef,5260.0,-81.00dBm,eduroam,105,6.5,15
24:36:da:14:0d:4f,5560.0,-86.00dBm,eduroam,105,6.5,15
9c:d5:7d:86:61:cf,5660.0,-87.00dBm,eduroam,105,6.5,15
24:36:da:12:f7:cf,5660.0,-81.00dBm,eduroam,105,6.5,15
Scan #3
9c:d5:7d:86:46:6f,5180.0,-78.00dBm,eduroam,105,6.5,15
24:36:da:10:0b:cf,5560.0,-84.00dBm,eduroam,105,6.5,15
9c:d5:7d:7b:99:ef,5660.0,-52.00dBm,eduroam,105,6.5,15
24:36:da:13:55:0f,5260.0,-82.00dBm,eduroam,105,6.5,15
9c:d5:7d:86:51:6f,5500.0,-51.00dBm,eduroam,105,6.5,15
24:36:da:12:b0:0f,5260.0,-75.00dBm,eduroam,105,6.5,15
24:36:da:18:82:4f,5500.0,-85.00dBm,eduroam,105,6.5,15
9c:d5:7d:7b:a6:ef,5260.0,-84.00dBm,eduroam,105,6.5,15
24:36:da:14:0d:4f,5560.0,-86.00dBm,eduroam,105,6.5,15
9c:d5:7d:86:61:cf,5660.0,-86.00dBm,eduroam,105,6.5,15
24:36:da:12:f7:cf,5660.0,-81.00dBm,eduroam,105,6.5,15
Scan #4
9c:d5:7d:86:46:6f,5180.0,-78.00dBm,eduroam,105,6.5,15
24:36:da:10:0b:cf,5560.0,-80.00dBm,eduroam,105,6.5,15
9c:d5:7d:7b:99:ef,5660.0,-53.00dBm,eduroam,105,6.5,15
24:36:da:13:55:0f,5260.0,-80.00dBm,eduroam,105,6.5,15
9c:d5:7d:86:51:6f,5500.0,-51.00dBm,eduroam,105,6.5,15
24:36:da:12:b0:0f,5260.0,-72.00dBm,eduroam,105,6.5,15
24:36:da:18:82:4f,5500.0,-88.00dBm,eduroam,105,6.5,15
9c:d5:7d:7b:a6:ef,5260.0,-82.00dBm,eduroam,105,6.5,15
24:36:da:14:0d:4f,5560.0,-86.00dBm,eduroam,105,6.5,15
9c:d5:7d:86:61:cf,5660.0,-85.00dBm,eduroam,105,6.5,15
24:36:da:12:f7:cf,5660.0,-81.00dBm,eduroam,105,6.5,15
Scan #5
